host_id,superhost_score,superhost,black_host,monthly_reservations,log_monthly_revenue,booking_window_days
97,1.860542407957837,1,0,25.165095163259995,9.369041663571712,24.48983045132309
98,2.068853547098115,1,1,31.680539099319308,10.0663613365264,21.32202604094694
99,-1.6875652165617794,0,0,6.427436573977614,8.022727616499598,26.935574487510088
100,-0.027673228178173304,0,0,15.046691252406028,8.967703104752005,28.049814076745886
101,-1.5924883040133864,0,0,8.315149845102976,8.084046999129457,28.230136482454647
102,-2.07383117871359,0,0,8.246154255560747,7.597831356154967,34.141336610716714
103,-1.565115973353386,0,0,10.22778968111654,8.364956207608254,31.871803292541884
104,2.483965539140627,1,1,33.941101612297594,9.677115598289056,25.9022659524609
105,-0.49225594382733107,0,0,15.74344248764636,8.608535933643228,25.00063894598162
106,2.227609067922458,1,0,25.202312961230135,9.550100200223804,16.394208829151005
107,0.6291915604379028,1,0,20.417365134320214,8.831627054698746,28.432065142600955
108,0.9604491828940809,1,0,25.344090665801264,8.835593187401718,26.145223641423314
109,-1.2354643736034632,0,0,8.603965245455552,8.666865522476913,32.11008957713142
110,-0.4242507484741509,0,0,15.059416842212201,8.559039529901447,26.290608133491915
111,-1.717463352251798,0,0,15.859267065850759,7.611796889576654,31.84525725365741
112,-1.181833678856492,0,0,14.747103565225027,7.881216891967066,24.05749180208395
113,0.6676204560790211,1,0,30.256432432495515,8.852909202389174,23.658655487239493
114,0.035708313807845116,1,1,25.94553284781358,9.493478504578466,25.974940827845913
115,0.7556958612985909,1,0,21.244174867708594,9.405784419668615,26.537436002628727
116,1.1655426130164415,1,0,28.727434901718723,9.483474347388787,36.528055187228205
117,2.3082505201455206,1,0,16.307773042484087,9.58775061211052,29.748558341229163
118,-1.1529071920085698,0,0,12.052135885138634,8.260446328888074,32.43176965021921
119,0.42102375417016447,1,0,22.96026502659122,8.814336302875752,29.136431676866607
120,-2.2935479681473225,0,0,6.261709839024751,8.082019309084437,34.82065134056669
121,2.1406588528770953,1,0,25.91800830435497,10.080443158777488,33.15349514526584
122,-1.8502978654578328,0,1,3.580041733779857,7.650675209695141,27.071120495248163
123,0.10996408527716994,1,0,15.561238955768701,8.737644978897261,25.181242361360024
124,0.7061890256591141,1,0,20.975517120219738,9.00056875577688,30.966500042267526
125,1.970085680950433,1,0,21.75063441490349,9.783499325207439,27.47062832796949
126,0.3960262192413211,1,0,20.776163967707603,9.562727351927373,31.263003017623504
127,-1.7043522477615625,0,0,6.3430422448470445,8.274137359280685,27.83320626138751
128,0.02294533303938806,1,1,16.993688156150114,8.735374678847581,23.94597794471898
129,1.8959169462323189,1,1,32.434701744989376,9.461250238168915,20.404288910242435
130,0.012073683319613338,1,1,27.88636320631508,9.078774562450397,32.359877713583806
131,-2.468650850933045,0,0,9.038012081402309,7.690445817546059,26.624174467911594
132,-1.3296104001346976,0,1,14.464251760442378,8.222563349320515,27.664197482018846
133,-0.764470468275249,0,1,15.769777104156367,8.486209562273748,29.777149347849004
134,0.9739218966569752,1,1,27.04037159865316,9.80056747549615,19.923822443317032
135,-0.32457732944749296,0,0,14.686315941513437,8.488653639249645,37.000676105429264
136,2.112835291773081,1,1,27.074855286220668,9.564648245423468,32.82098758114615
137,1.3039138179738075,1,1,37.56354788508451,9.252802853143153,25.429606774902602
138,-1.8977119133342057,0,1,16.160606183372625,8.152413080509893,41.065634027877536
139,-1.8871960660908371,0,1,15.334978079529648,7.983201355192722,34.92434047607387
140,-1.356479183305055,0,0,8.828222116121468,8.224304132013067,32.89985354785749
141,-1.6976858396083117,0,0,17.441274675459606,8.339626873775876,39.008297805364194
142,-1.4375617855694145,0,0,10.322982642323213,8.173666207713357,29.7914395072651
143,-0.7253682753071189,0,0,4.547041185627556,8.16395931988989,30.9072247626923
144,0.01970389625057578,1,0,18.520908743926125,8.506293887094499,30.695498949396967
145,-0.17827770323492587,0,1,14.786130691933584,8.56231759374954,21.769729192658936
146,1.5396206174045801,1,0,22.92099094775875,8.893387733796475,24.20229940746448
147,0.7214282022323459,1,1,29.891154802226634,9.638735622653712,32.6825422739885
148,-1.1934669967740774,0,0,7.457342694980101,7.974415229627019,30.14799709588941
149,0.9474581445101649,1,0,25.038741367153413,9.275022132489637,29.87116667279485
150,-1.747472514398396,0,0,12.748584232539613,7.629790799125336,36.142031706066135
151,-0.3495647048112005,0,1,11.128831016557985,8.221911504557339,27.452861842829925
152,0.9416291874367744,1,1,23.16251306012356,9.17398030954086,32.05972524796666
153,1.112185752717778,1,0,23.30981654194273,9.100103455037729,28.845045209103404
154,0.17417754512280226,1,0,18.53359242823305,8.707605074269525,25.117852386179145
155,2.1007046196609735,1,1,37.01138259249706,9.501875383377564,21.817305019488064
156,-1.7011452338192612,0,1,4.581936738053963,8.21320015849485,37.27274444967363
157,1.073963091475889,1,0,17.982004278553465,9.214472888092397,27.550937383254794
158,0.8874638879206032,1,0,17.61007498070526,9.081996887656846,24.80969165407646
159,0.1478105504065752,1,1,24.12467252869322,9.010148934127283,33.271229206389535
160,-1.5344387444201857,0,0,8.599882672802192,7.5986431152584695,39.45254450062264
161,-1.4168492401950061,0,0,7.4911572600991665,7.648698780543095,25.564948959134085
162,1.4109064685180783,1,0,27.580859132862088,9.003450267199426,32.90948155268267
163,0.7766193663701415,1,0,23.913478465506778,9.157315080577664,30.45001572674174
164,2.1298602339811623,1,0,22.305287887507703,9.709045293056313,28.143525109619507
165,0.2390509657561779,1,1,19.752252287848716,8.854716420889766,28.677584769309767
166,1.2229767593089491,1,0,23.787839321463146,9.68874044359808,22.373734229188877
167,-1.219729675212875,0,0,17.10765801056514,8.215722759729355,39.46599299546434
168,-1.6626556101255119,0,0,6.989585188078161,7.863139422513987,36.942593875733465
169,2.0387915521860123,1,1,31.011605406037674,9.591429993569148,20.556175999434306
170,-0.08751746965572238,0,0,16.660483895123527,8.347689849810578,28.712404389342524
171,-1.9352489081211388,0,1,14.934420844820487,7.921885560593663,23.717941537930276
172,0.22979573346674442,1,0,18.412210639724883,8.865906829141172,23.68055683244847
173,-2.329635558417067,0,0,7.179297919596956,7.504364499594933,34.43253084234767
174,1.754095524083823,1,0,22.48497671081501,9.492517866234795,31.714123458913065
175,-1.3344631053041667,0,0,14.758477440325546,8.126865941524253,34.00048158941442
176,0.9681973257102072,1,0,22.603720184159517,8.86093852299379,25.074666262400513
177,-0.14319738605991006,0,0,17.27358392074138,8.474027495631764,33.63570986877619
178,0.990016310242936,1,1,26.840576239008215,9.427491847312753,22.601235136067313
179,-0.16257793991826475,0,0,13.933503302710259,8.778893096966343,33.270965968792524
180,-0.3255326999351382,0,0,16.928137192336752,9.200948339040918,33.07112747101588
181,-2.15097279753536,0,1,11.825515988820676,7.543201735509157,32.351002865081426
182,-0.9276377607602626,0,1,12.991466590392381,8.405117905187812,37.422118403463394
183,-0.4306893434841186,0,0,11.90208125354328,8.538695616214785,28.509082986597658
184,0.4263680102303624,1,0,19.253763780390628,8.904481783256472,22.19247276192523
185,1.3417152862530202,1,0,20.406803472193623,9.494780647667953,34.429159597166965
186,0.10844766045920551,1,1,22.25938394009959,9.847237458229305,30.91186463245635
187,-2.050521047785878,0,1,9.297824604737672,7.490508304412004,39.87740087558255
188,-0.6858445436228067,0,0,14.195905722256786,8.422440446310945,33.13603466670014
189,-1.3873450958635658,0,1,9.942334444447875,7.503046735363976,31.68284016916853
190,-0.007518152706325054,0,0,22.575071143038222,8.407519084808797,34.91427417263835
191,2.444633134873584,1,0,27.71566762484752,9.441655210995403,18.807589395659036
192,-1.140537754399702,0,0,5.546674588222249,8.518563072752379,32.036999853949965
193,1.1813081579748541,1,0,16.445337331587094,9.4847115617572,23.273979908967608
194,1.706125478958711,1,0,21.56452922059281,9.012308313979583,26.091355839372937
195,1.2875752104446292,1,0,18.88578969515387,9.43351481515032,22.68228692705799
196,-0.966388622764498,0,0,16.66991994930496,7.85268588844453,35.775566380763266
197,0.03589195548556745,1,0,22.379055608442794,8.713698311316104,29.33547076592526
198,0.098626131657511,1,1,27.64689705254024,9.088990708127977,23.6692749408552
199,-1.360714603215456,0,0,10.46301008020645,7.570810807278363,27.656162745577706
200,2.1270447422284633,1,0,20.851844462429703,9.429307341894257,17.797655539767675
201,-2.0189816609490663,0,1,7.538937181768888,7.678468010221914,37.09343238195171
202,-2.4478166352491826,0,0,16.917657373741207,7.481039701351112,31.6671507304537
203,-1.604372626170516,0,0,15.100193728351723,7.685916507565821,34.36502415502695
204,0.3579279687255621,1,1,25.36829583807322,9.38414470327049,18.69063975111498
205,1.8572785577271134,1,0,28.067180673982726,9.492121416987963,33.33347394487379
206,2.2549094539135695,1,0,28.860027698763606,10.12719450566761,21.89989060240859
207,1.4663861342705786,1,0,26.709626870004733,9.643887247553822,24.188025624311347
208,-0.7656659814529121,0,0,16.22741938619012,8.241307702087171,31.519247963782185
209,-1.8992695130873471,0,1,9.454711629182345,7.6266720401181285,27.51529994378583
210,0.3873407037463039,1,0,24.10757762178019,8.9201688891249,23.353603353511843
211,-0.1762323931325227,0,0,11.147657163224427,8.40564802515638,31.86447906462772
212,1.6357982729095966,1,1,27.292331467794973,9.183670569494897,16.309822080368917
213,1.6932920762337744,1,0,26.04788826074346,9.473880585634541,22.34285011345695
214,0.0348093023058027,1,0,21.78558378815476,8.87829690746097,28.48805882537729
215,1.2225262459833175,1,0,26.27609045559102,9.140640790088945,26.69843228404548
216,-1.2354688660707325,0,0,3.414059459208336,8.063593524564498,33.104770337114296
217,-0.4227276670280844,0,0,17.923222658321677,8.366643504622663,38.49574073239784
218,-1.2347352656070143,0,0,17.229194586068388,7.975349019632792,29.669264095257688
219,-0.6705289182718843,0,1,9.184212766844974,8.70242936610565,29.58847341687237
220,-0.38765365490689874,0,1,12.023631353465245,8.419635433013198,21.664489289001597
221,-2.2052634099964052,0,0,3.9846207579585915,7.478211313628528,34.96216207739722
222,-1.5232215193100274,0,0,3.5979700158617227,7.93519354631388,30.742759997591968
223,0.9918003785423934,1,0,22.487056944464175,8.987900331967717,31.640505097290482
224,1.1630210978910327,1,0,25.206143398231738,9.109954556464567,20.898651455983334
225,0.4925850289873779,1,0,20.428797469464186,8.607200706937158,33.17693529785216
226,-1.3094080856535584,0,0,2.047485605231559,7.344469052433926,39.56258960003975
227,0.8223350660409778,1,0,22.30585491369948,9.004964132766423,27.467225963407266
228,0.8300477999728173,1,1,21.09875207884162,9.217382498157187,24.69301442207025
229,2.193129042861983,1,0,21.88811523039755,9.50321861176912,25.844324202518926
230,2.3618567164521664,1,0,23.979935700157508,9.574807669172262,13.792619394536857
231,0.660742858890444,1,0,25.611782796089372,8.92373895010888,24.459817558263698
232,0.954094014596194,1,0,19.63802359344727,8.688267059980229,25.548242022600114
233,-0.5467115272767842,0,1,8.382753472493617,9.093177660916018,28.963822907017207
234,2.031510042725131,1,0,25.423126752821588,9.713689152129056,28.576326256799977
235,0.33050946658477187,1,0,22.952162606888766,8.77993048148262,38.48708348100017
236,1.8705273710656911,1,0,27.31132188079248,9.402074648284906,27.66077629990334
237,-1.7489998287055641,0,0,2.6724142467538172,8.010543225723596,37.85499753793785
238,-0.5787730833981186,0,0,13.245788751102955,8.417685066174515,30.930217865444575
239,-0.5521795526146889,0,0,12.463356102212625,8.042957302534546,35.43434359843659
240,2.1519029699265957,1,0,23.0979815280626,9.74575020503667,25.80079364580214
241,1.6617555159609765,1,1,21.024250449826532,9.471441333868526,29.547616474459467
242,-0.538660092279315,0,1,12.681221575573,8.525252611815398,29.40538926868071
243,-1.445797944907099,0,0,15.474051402732124,7.898366836706611,33.73796781118793
244,0.4605812148656696,1,1,22.52296057111997,9.23013810183851,33.094082783926595
245,-1.3079045759513974,0,0,11.581515172818088,7.808233776202004,27.378544843573913
246,1.3827523309737444,1,0,22.520364167997077,9.586797140047455,20.54339393947612
247,-1.746538361767307,0,0,16.423394543996494,7.984342929660919,32.31307070706225
248,-1.9020154559984803,0,0,14.589566769131379,7.9025265437398975,31.00688209370612
249,1.112896396080032,1,0,20.484135686223645,8.97839341656525,30.265045026513686
250,-1.9366694008931518,0,0,17.566335257089804,7.850561246088215,22.58802564361421
251,1.6069086617790163,1,1,28.288754144536973,9.524760503715463,23.2606162417955
252,0.7079127326142043,1,0,17.08848794348975,8.948761248770525,28.835830970746365
253,0.46752109774388373,1,1,28.013199697126993,9.178371338945574,24.78869751285344
254,-0.4378304712008685,0,0,9.622581548885393,8.277672063626357,29.916497567195496
255,1.8709128443151712,1,1,23.42110419418715,9.615752777294507,25.21649713938493
256,-1.2393029278609902,0,1,12.487923128463724,7.664774793501889,38.04316592248386
257,0.4531003930605948,1,0,22.473166976693214,8.607883231079917,25.726523986037414
258,2.321730700787157,1,0,27.74112589389028,9.432567442154534,28.287413362603886
259,-1.081062959274277,0,0,16.83251157954932,8.214925209730895,34.01221547789848
260,-0.8879612467717379,0,1,8.510347442246422,8.094445277852358,25.24541578883504
261,-0.03724159556441009,0,1,15.240508399955479,8.656574041634293,27.943747766107514
262,-0.7872366951778531,0,0,14.784927703086142,8.513085957484607,29.759943680549526
263,2.322402916615829,1,0,27.534737740841884,9.537432948606641,24.69548983640984
264,-0.4129732749424875,0,0,14.068768603901471,8.752521936761626,27.74656359893525
265,1.7483201145660132,1,0,22.786167808700924,9.433798251025289,19.055172153417377
266,-1.2572855839971453,0,0,7.644451348206159,7.645682058125957,34.42385217131982
267,0.13256799313239753,1,0,25.932431472449174,8.787941929899624,30.065878997221446
268,1.1756604735273868,1,1,35.93861695094555,9.20922805567769,19.98626601233031
269,1.5527307731099427,1,0,28.61316035167753,9.099911272009875,16.35624870127434
270,1.3039865531027317,1,0,30.16078128008112,9.329022501528305,16.92086707163628
271,2.2644332342315465,1,0,32.421470641194865,10.359205162591085,24.794493273384752
272,0.192529660416767,1,0,13.029123292234722,8.850154993666388,17.091678184485126
273,-0.4389833065215498,0,0,13.246314320238442,8.493295393278164,35.77907556712121
274,-1.5294995880685747,0,0,11.789314063627252,7.902379160338443,34.24643364827808
275,-0.8859121182467788,0,0,12.599131916435406,7.948853133629193,30.951562056715133
276,1.3225229328963906,1,0,22.790975662112736,9.232624146541967,23.139263882858746
277,-0.8282838889863342,0,0,13.227237519252082,8.739912150639991,39.40215120404486
278,2.4760140397120267,1,0,23.953855147903106,9.822408659889275,30.564984799549958
279,0.3141342324670404,1,1,22.80105105806504,9.179722610766508,14.030785371027369
280,-1.4522782701533288,0,1,8.198777566609348,7.3194079260541764,27.074319658539892
281,-0.46574409352615476,0,1,10.554078795788412,8.189320260781871,32.08266799097321
282,0.5873938044533134,1,0,21.382697120133173,9.052723938523505,31.830641540057734
283,0.779429895337671,1,1,23.672434560548105,9.447336013160646,28.721865451638394
284,-2.4579665064811707,0,0,6.835797337620824,7.35405300494056,41.56660926917228
285,-1.5849958395119756,0,0,9.233095175715924,8.298703366537525,28.248197053938323
286,-2.4229969165753573,0,0,16.424011514325926,7.931012608039954,32.67582490925125
287,-0.13644155696965754,0,0,5.658567274779189,8.961975858804193,28.58799351929005
288,2.494605811079964,1,0,25.912961703549474,9.677002728714202,20.815496724883417
289,1.4039419020991772,1,0,26.20923243089888,9.370806637646469,21.78182058409869
290,0.5297943868208677,1,0,20.297722528157472,8.538293119810282,26.192656174563297
291,1.1513897555414587,1,0,19.418536281996257,9.075824562897267,16.694979241122425
292,2.4071620916947722,1,0,25.463558070745016,9.649229941526187,26.240160318211657
293,-2.484187444206327,0,0,8.554559987855807,7.790364693550561,36.979676573953
294,0.6637148279696703,1,0,20.52833431796007,9.193648294598956,28.196254235894823
295,2.280490139964968,1,0,20.79146864099831,9.949915220164948,20.04240560247615
296,1.884774424834177,1,0,32.65473870467041,9.725060070450429,22.30294107029424
297,2.426755811320618,1,0,24.74411440667608,10.086501364040721,22.17181536921187
298,-0.24752952391281724,0,0,10.517113940166983,8.658785873509064,32.46646572302054
299,-1.5744246856775135,0,0,7.179428640613338,7.955118233756358,34.90553507069942
300,-2.1253625547979027,0,1,9.565229696927124,7.782899327350632,39.30128992608206
301,-0.7170503737870604,0,0,7.709962284199873,7.9544736118055654,25.515999235929293
302,-1.628978915978223,0,1,5.5434738373237105,7.744435741962404,38.83926296653507
303,1.554383230395615,1,0,16.180479808598925,9.258974889089338,27.95157858985968
304,-0.17286537447944283,0,0,8.07944149790116,8.656845563305076,25.681504190248056
305,-0.6655375950504094,0,0,17.282834148646845,8.232088355538268,36.600227205974306
306,1.394056014250964,1,0,20.236945792412442,9.406603679327038,31.95537728203651
307,0.2943836839403957,1,0,23.69108995272247,9.49118360899392,28.428601486605736
308,0.03572638495825231,1,0,20.37463297532509,9.055778639596936,42.86912511282885
309,1.0273178783245385,1,0,26.775565032118205,9.393846039410086,11.620556865760431
310,2.310085465433076,1,0,24.079084039194022,10.40022213893982,19.356131441015663
311,-1.7128856398630887,0,0,10.154885859538131,7.74338206851773,39.17844130150687
312,1.2581450690049678,1,0,17.513688216041878,9.335318433733805,18.54395982193107
313,-0.9428259672131389,0,0,20.119418264986432,7.71907218251291,30.482263897641804
314,-2.350043354090303,0,0,4.92341544404851,7.637729074619257,36.82360953386706
315,-0.22851511486805975,0,0,19.163849682525473,8.33507129707966,29.975284826713615
316,-1.5192892216145992,0,1,2.8594371599202555,8.110760550771184,25.942179409018003
317,1.2648960773367435,1,0,24.618305496333473,9.842230395418515,33.25164792748026
318,0.6190408882685006,1,0,19.308689575073934,8.676610149431028,26.270522795794726
319,2.1799428993836045,1,0,25.726301142642278,9.666450092786343,19.738769814504025
320,-0.3808082966133952,0,1,7.713176463963671,8.142894974623083,31.702143305634863
321,0.13479394023306668,1,0,15.199708016800422,8.631240882333605,37.297790011368846
322,-2.060965895652771,0,1,13.123867703063244,7.646710669860477,35.680388066465774
323,1.1205314635299146,1,0,22.064556983387536,9.26454517996733,27.967383523286685
324,-0.8648013311903924,0,0,14.141856465913012,8.369942899061298,28.396138151222374
325,0.012843272415921092,1,0,20.17429632493172,8.472772866639712,21.388977848326995
326,1.4595725142862648,1,0,23.11426916193477,9.212111303492128,35.78173987165232
327,2.16826559510082,1,0,27.24093073939025,9.132971575339836,33.633065446059746
328,-1.1865316180046648,0,0,14.804060031254785,8.232316817304813,34.29677723513321
329,-1.7915174225345254,0,0,10.225875634025103,7.525099733629518,33.54416082886317
330,-0.1001564459875226,0,0,15.713718783897642,8.493779040515339,16.89762730080177
331,-1.300560343079269,0,0,13.685475678754363,8.223950008112409,30.568581950884642
332,1.377299944870174,1,0,17.498978655299602,9.18676970325036,24.95826179577238
333,0.48359577427618206,1,0,20.771832671303592,9.01904112568127,24.587398492199398
334,0.5303186259698123,1,0,20.037880941953766,8.88569032175706,30.78543324395519
335,0.3314226842485368,1,1,24.883955993157628,9.054670280481758,25.629163979984728
336,2.2151221183594316,1,1,37.39649522309746,9.932699880240525,29.59559234566064
337,-1.2369940686039627,0,0,10.915979292904924,8.18242614787862,30.734676719789146
338,-1.2567992368713021,0,0,12.41823107804375,7.908567711016937,28.404687434603524
339,-0.7417017209809273,0,0,14.728051593489539,8.299151709059595,28.500128034657433
340,-2.2689656750299037,0,1,0.26083528714733806,7.597907541205906,35.66116468935322
341,-1.2583778088446707,0,1,12.012922214082476,7.9487499099005365,36.46504959858547
342,-0.18547793617472053,0,0,12.796803381064548,8.387720846714354,26.533022652790628
343,-0.3746770427096635,0,0,6.851338605925147,8.337941243482177,26.84079773127531
344,-1.4130424428731203,0,0,9.479568029163547,8.443630236586463,29.278005184005153
345,-2.261891084490344,0,1,10.33194780549594,7.551338853684505,31.009019624639357
346,1.6175337822642177,1,0,24.870399214776892,9.208688159788915,28.506867278272193
347,-1.6124402347486466,0,0,10.429946085837557,7.397531673804032,26.323104710079512
348,-0.732003296725452,0,0,10.923633525399886,8.028706152366711,19.86529829688667
349,0.6415018369443715,1,0,18.503868745472808,9.049974346305827,26.581705404955308
350,-1.0172992257867008,0,0,14.661135931620567,8.28103596593762,41.69911684025586
351,-2.4374448624439538,0,0,7.842147013494875,7.465963075388708,35.473532842055384
352,-1.8135450454428792,0,1,13.745275467223362,7.920291827226125,42.58984483011765
353,-0.37764238426461816,0,0,20.66212941665079,8.528771554234076,35.08877661024971
